,loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
0,0.6936978697776794,0.0,0.23676323890686035,0.08645778149366379,0.6552181243896484,0.0,0.0,0.0
1,0.5528849959373474,0.0,0.5851879715919495,0.1593368798494339,0.4683649241924286,0.0,0.6068605780601501,0.5757817625999451
2,0.41344621777534485,0.0,0.5998812913894653,0.5939970016479492,0.3988964557647705,0.0,0.5991012454032898,0.6061742305755615
3,0.39768171310424805,0.0,0.5966813564300537,0.6136354207992554,0.40749192237854004,0.0,0.5949901938438416,0.6290682554244995
4,0.3853161633014679,0.0,0.60262131690979,0.6429613828659058,0.3990248143672943,0.0,0.6008728742599487,0.5820835828781128
5,0.3825932741165161,0.0,0.6185449957847595,0.5974220633506775,0.4016638696193695,0.0,0.5985766649246216,0.49649012088775635
6,0.37858691811561584,0.0,0.6220946907997131,0.6129666566848755,0.4013640880584717,0.0,0.5799365639686584,0.568602442741394
7,0.37723255157470703,0.0,0.6248828768730164,0.5811276435852051,0.40393683314323425,0.0,0.583419680595398,0.49401724338531494
8,0.3742530345916748,0.0,0.6376935243606567,0.5751286745071411,0.4102182388305664,0.0,0.5605539083480835,0.5198627710342407
9,0.37486517429351807,0.0,0.634498655796051,0.5697782635688782,0.4129050672054291,0.0,0.5651182532310486,0.47455328702926636
10,0.3703394830226898,0.0,0.6392995715141296,0.5801143050193787,0.41929712891578674,0.0,0.5373982787132263,0.38457241654396057
11,0.36510321497917175,0.0,0.6482406258583069,0.5761014819145203,0.42160704731941223,0.0,0.5478099584579468,0.5886247754096985
12,0.36258503794670105,0.0,0.652897834777832,0.601597011089325,0.41813573241233826,0.0,0.5662506818771362,0.5682833194732666
13,0.3610713481903076,0.0,0.655407726764679,0.6111223697662354,0.42610540986061096,0.0,0.5395234823226929,0.4208678901195526
14,0.35723820328712463,0.0,0.6636447906494141,0.581573486328125,0.4178309440612793,0.0,0.5492493510246277,0.47862157225608826
15,0.35585594177246094,0.0,0.6624019145965576,0.6211746335029602,0.4217417240142822,0.0,0.5429707169532776,0.43594446778297424
16,0.34717226028442383,0.0,0.6736100316047668,0.6219650506973267,0.4068993330001831,0.0,0.5767846703529358,0.5497766137123108
17,0.34124264121055603,0.0,0.6849174499511719,0.6345709562301636,0.41356003284454346,0.0,0.5683241486549377,0.4923420548439026
18,0.3305510878562927,0.0,0.6912168264389038,0.6430829763412476,0.3984801769256592,0.0,0.6113431453704834,0.4436821937561035
19,0.32627710700035095,0.0,0.7033779621124268,0.6629646420478821,0.39872971177101135,0.0,0.6226800084114075,0.5111678242683411
